Siparis_ID,Urun_Tipi,Siparis_Adedi,Hedef_Gramaj_g,Geri_Donusumlu_Kagit_Orani,Hammadde_Nem_Orani,Firin_Hizi_m_dk,Firin_Sicakligi_C,Dogalgaz_Tuketimi_m3,Elektrik_Tuketimi_kWh
S-14401,Standart Yumurta Viyolu,31783,48,0.81,0.101,33.62,233.6,341.76,777.23
S-14402,Endüstriyel Ambalaj Viyolu,24898,82,0.75,0.062,31.77,198.0,484.69,630.2
S-14403,Endüstriyel Ambalaj Viyolu,74904,90,0.77,0.099,29.48,207.2,598.98,985.39
S-14404,Endüstriyel Ambalaj Viyolu,28332,127,0.97,0.129,24.99,190.8,468.98,574.44
S-14405,Endüstriyel Ambalaj Viyolu,62350,80,0.87,0.055,42.43,185.9,239.3,1021.05
S-14406,Oluklu Mukavva Kutu,25411,261,0.78,0.134,33.46,193.6,1238.85,695.72
S-14407,Oluklu Mukavva Kutu,98694,219,0.93,0.135,33.59,210.1,729.38,1137.27
S-14408,Oluklu Mukavva Kutu,90622,245,0.87,0.139,32.82,235.2,1310.33,1058.44
S-14409,Premium Meyve Viyolu,28548,69,0.89,0.117,34.35,193.3,318.13,700.35
S-14410,Premium Meyve Viyolu,90478,90,0.83,0.086,38.46,224.7,448.33,1207.85
S-14411,Oluklu Mukavva Kutu,78076,214,0.87,0.139,44.82,238.2,819.01,1185.89
S-14412,Endüstriyel Ambalaj Viyolu,70670,93,0.71,0.133,40.23,224.8,674.36,1004.24
S-14413,Oluklu Mukavva Kutu,27739,192,0.79,0.095,26.47,234.8,1354.45,581.47
S-14414,Endüstriyel Ambalaj Viyolu,11287,100,0.81,0.116,31.94,235.4,694.6,570.41
S-14415,Endüstriyel Ambalaj Viyolu,33491,89,0.93,0.087,19.97,210.2,541.72,580.3
S-14416,Endüstriyel Ambalaj Viyolu,18788,80,0.79,0.131,30.61,182.1,514.3,576.07
S-14417,Oluklu Mukavva Kutu,34598,201,0.76,0.133,35.3,208.3,1073.45,791.69
S-14418,Standart Yumurta Viyolu,80481,52,0.77,0.116,32.2,200.1,360.45,960.99
S-14419,Oluklu Mukavva Kutu,22414,165,0.79,0.121,34.54,206.4,788.79,645.99
S-14420,Endüstriyel Ambalaj Viyolu,87916,90,0.79,0.059,23.05,199.3,670.34,978.24
S-14421,Standart Yumurta Viyolu,55934,55,0.82,0.144,39.82,239.1,400.44,997.29
S-14422,Premium Meyve Viyolu,55214,80,0.88,0.063,36.67,216.0,368.24,921.5
S-14423,Standart Yumurta Viyolu,35249,49,0.83,0.102,26.95,223.0,406.32,684.38
S-14424,Oluklu Mukavva Kutu,65858,299,0.97,0.07,28.19,225.0,811.34,950.65
S-14425,Oluklu Mukavva Kutu,58139,253,0.9,0.105,23.27,218.8,1343.74,746.56
S-14426,Oluklu Mukavva Kutu,83546,288,0.7,0.105,27.03,198.2,1935.45,996.82
S-14427,Premium Meyve Viyolu,20154,78,0.99,0.133,36.51,208.7,237.32,686.6
S-14428,Premium Meyve Viyolu,23497,83,0.81,0.135,26.52,207.7,623.01,568.61
S-14429,Premium Meyve Viyolu,46698,65,0.72,0.111,28.44,216.4,638.62,771.54
S-14430,Oluklu Mukavva Kutu,83880,176,0.93,0.127,29.98,201.2,671.94,978.53
S-14431,Premium Meyve Viyolu,78461,78,0.88,0.051,36.58,213.5,270.67,1046.1
S-14432,Endüstriyel Ambalaj Viyolu,53274,116,0.86,0.066,18.26,197.4,824.63,730.26
S-14433,Oluklu Mukavva Kutu,90725,271,0.84,0.107,31.78,198.4,1189.06,1126.58
S-14434,Premium Meyve Viyolu,32033,60,0.84,0.126,32.53,183.2,327.97,737.63
S-14435,Premium Meyve Viyolu,38369,62,0.74,0.059,36.61,222.2,399.52,816.67
S-14436,Premium Meyve Viyolu,28786,65,0.8,0.106,33.58,238.8,495.56,707.58
S-14437,Endüstriyel Ambalaj Viyolu,10032,100,0.74,0.126,33.99,229.0,763.16,576.54
S-14438,Standart Yumurta Viyolu,16840,47,0.88,0.141,29.03,184.1,297.89,590.57
S-14439,Endüstriyel Ambalaj Viyolu,65758,122,1.0,0.091,15.58,194.1,565.43,737.11
S-14440,Endüstriyel Ambalaj Viyolu,52872,99,0.73,0.062,36.05,220.0,590.89,875.21
S-14441,Standart Yumurta Viyolu,41558,53,0.74,0.143,21.03,184.9,555.85,628.51
S-14442,Endüstriyel Ambalaj Viyolu,59454,129,0.86,0.119,29.73,219.6,733.28,860.65
S-14443,Endüstriyel Ambalaj Viyolu,72190,102,0.99,0.132,17.2,207.0,542.59,811.59
S-14444,Oluklu Mukavva Kutu,78417,231,0.87,0.103,21.25,188.5,1156.79,924.55
S-14445,Standart Yumurta Viyolu,89348,48,0.77,0.124,37.08,196.6,322.52,1180.48
S-14446,Premium Meyve Viyolu,93069,86,0.8,0.093,36.8,192.7,458.1,1146.51
S-14447,Oluklu Mukavva Kutu,28728,261,0.86,0.111,31.39,192.0,1041.74,617.11
S-14448,Endüstriyel Ambalaj Viyolu,74237,124,0.93,0.115,27.8,238.5,658.95,927.48
S-14449,Oluklu Mukavva Kutu,99832,180,0.8,0.073,33.76,182.4,666.37,1133.21
S-14450,Endüstriyel Ambalaj Viyolu,95471,102,0.91,0.138,38.95,190.9,364.12,1211.01
S-14451,Premium Meyve Viyolu,13315,87,0.79,0.131,28.7,189.0,541.85,544.83
S-14452,Oluklu Mukavva Kutu,71089,238,0.82,0.099,25.49,236.2,1629.19,895.61
S-14453,Endüstriyel Ambalaj Viyolu,38020,119,0.93,0.116,29.91,180.1,398.01,762.05
S-14454,Premium Meyve Viyolu,60129,71,0.74,0.094,37.07,237.7,535.98,872.35
S-14455,Premium Meyve Viyolu,11398,66,0.96,0.083,19.27,196.9,356.48,391.13
S-14456,Endüstriyel Ambalaj Viyolu,57315,113,0.95,0.144,27.77,235.9,599.95,816.91
S-14457,Premium Meyve Viyolu,10735,78,0.98,0.101,20.58,209.3,407.57,445.45
S-14458,Oluklu Mukavva Kutu,53050,174,0.96,0.107,41.01,210.6,476.0,979.23
S-14459,Oluklu Mukavva Kutu,43260,278,0.83,0.057,25.5,217.4,1311.16,697.49
S-14460,Standart Yumurta Viyolu,89531,49,0.79,0.053,37.3,195.5,249.88,1116.86
S-14461,Standart Yumurta Viyolu,94832,49,0.95,0.052,22.01,236.7,314.67,994.19
S-14462,Endüstriyel Ambalaj Viyolu,62205,82,0.78,0.072,21.42,185.1,618.46,810.72
S-14463,Oluklu Mukavva Kutu,45936,164,0.95,0.071,26.64,218.5,627.01,762.79
S-14464,Standart Yumurta Viyolu,71709,54,0.95,0.097,36.52,238.8,269.87,1038.42
S-14465,Endüstriyel Ambalaj Viyolu,74264,91,0.96,0.091,27.56,211.6,375.05,918.7
S-14466,Endüstriyel Ambalaj Viyolu,94875,128,0.79,0.143,17.63,207.6,1442.96,1011.02
S-14467,Standart Yumurta Viyolu,15006,50,0.78,0.087,17.7,227.2,703.72,408.8
S-14468,Standart Yumurta Viyolu,90336,47,0.81,0.096,31.65,228.1,356.17,1029.49
S-14469,Premium Meyve Viyolu,27255,62,0.74,0.058,33.14,191.3,335.18,697.73
S-14470,Endüstriyel Ambalaj Viyolu,25653,83,0.72,0.062,29.14,220.1,585.76,646.15
S-14471,Endüstriyel Ambalaj Viyolu,93555,125,0.89,0.09,28.94,228.1,625.27,1057.07
S-14472,Standart Yumurta Viyolu,51187,46,0.96,0.071,23.82,222.4,268.57,756.8
S-14473,Oluklu Mukavva Kutu,35451,154,0.76,0.085,18.78,212.5,1468.62,549.91
S-14474,Oluklu Mukavva Kutu,98079,231,0.7,0.056,27.98,237.5,1482.58,1088.78
S-14475,Premium Meyve Viyolu,86919,83,0.79,0.118,19.05,198.0,826.48,888.55
S-14476,Oluklu Mukavva Kutu,77677,153,0.76,0.059,27.34,201.1,923.27,962.39
S-14477,Endüstriyel Ambalaj Viyolu,64575,122,0.73,0.129,15.79,206.6,1631.4,732.16
S-14478,Standart Yumurta Viyolu,18513,48,0.87,0.066,30.53,203.7,243.07,604.36
S-14479,Premium Meyve Viyolu,44948,62,0.85,0.065,37.32,215.6,275.03,893.56
S-14480,Premium Meyve Viyolu,68117,61,0.71,0.113,26.2,234.5,714.52,842.35
S-14481,Oluklu Mukavva Kutu,89761,200,0.96,0.06,22.16,181.4,600.74,1005.95
S-14482,Endüstriyel Ambalaj Viyolu,32671,120,0.85,0.129,29.85,205.8,685.89,684.13
S-14483,Standart Yumurta Viyolu,50784,49,0.74,0.126,22.73,220.5,646.58,767.68
S-14484,Oluklu Mukavva Kutu,25429,237,0.78,0.077,40.89,180.8,755.88,739.12
S-14485,Endüstriyel Ambalaj Viyolu,84471,124,0.95,0.086,34.6,213.4,405.81,1057.77
S-14486,Standart Yumurta Viyolu,84211,52,0.94,0.149,15.89,219.6,542.17,857.23
S-14487,Standart Yumurta Viyolu,25238,46,0.88,0.062,26.36,195.7,262.47,546.1
S-14488,Premium Meyve Viyolu,21326,65,0.81,0.105,22.16,218.1,611.05,535.43
S-14489,Oluklu Mukavva Kutu,87483,155,0.85,0.115,31.94,201.9,725.34,1074.92
S-14490,Premium Meyve Viyolu,11368,66,0.81,0.103,15.62,210.5,873.69,392.42
S-14491,Oluklu Mukavva Kutu,70338,170,0.73,0.149,33.19,201.8,1095.0,915.11
S-14492,Premium Meyve Viyolu,50341,86,0.96,0.102,34.84,201.5,262.27,837.91
S-14493,Premium Meyve Viyolu,27397,69,0.91,0.086,20.72,202.2,462.91,561.18
S-14494,Standart Yumurta Viyolu,59716,49,0.8,0.141,17.24,183.0,586.01,696.44
S-14495,Premium Meyve Viyolu,46564,64,0.88,0.115,35.65,225.4,368.67,808.13
S-14496,Oluklu Mukavva Kutu,64261,207,0.87,0.144,21.97,183.5,1240.12,827.22
S-14497,Premium Meyve Viyolu,45756,88,0.78,0.107,16.79,237.6,1187.88,605.08
S-14498,Premium Meyve Viyolu,33214,69,0.73,0.124,41.97,195.6,388.67,843.61
S-14499,Oluklu Mukavva Kutu,67619,217,0.82,0.079,21.86,218.7,1501.61,853.88
S-14500,Standart Yumurta Viyolu,74210,50,0.98,0.144,31.55,209.7,231.78,943.72
S-14501,Oluklu Mukavva Kutu,55725,283,0.86,0.143,22.16,198.6,1732.36,730.24
S-14502,Endüstriyel Ambalaj Viyolu,92709,123,0.73,0.096,27.83,184.4,777.33,947.18
S-14503,Premium Meyve Viyolu,14814,90,0.72,0.101,43.78,238.7,604.17,828.95
S-14504,Endüstriyel Ambalaj Viyolu,30408,114,0.79,0.15,23.23,207.2,1017.36,591.51
S-14505,Premium Meyve Viyolu,66866,71,0.87,0.107,23.6,228.9,596.77,846.71
S-14506,Oluklu Mukavva Kutu,37190,237,0.77,0.104,31.14,232.5,1409.99,717.76
S-14507,Oluklu Mukavva Kutu,21895,281,0.75,0.052,19.41,238.6,2149.02,501.52
S-14508,Premium Meyve Viyolu,43844,66,0.87,0.082,26.49,206.4,440.22,698.05
S-14509,Endüstriyel Ambalaj Viyolu,44189,82,0.93,0.083,42.73,236.3,325.33,863.57
S-14510,Standart Yumurta Viyolu,77768,55,0.78,0.076,35.35,216.1,329.76,1109.09
S-14511,Premium Meyve Viyolu,72286,64,0.91,0.061,29.05,190.1,269.1,926.63
S-14512,Endüstriyel Ambalaj Viyolu,86915,100,0.75,0.113,35.22,188.9,588.53,1106.58
S-14513,Oluklu Mukavva Kutu,83894,246,0.95,0.122,22.42,223.2,1120.22,908.56
S-14514,Standart Yumurta Viyolu,52253,46,0.86,0.118,16.59,183.6,476.96,668.37
S-14515,Oluklu Mukavva Kutu,11035,190,0.88,0.093,40.36,223.7,615.75,697.13
S-14516,Endüstriyel Ambalaj Viyolu,72324,101,0.76,0.092,23.6,200.4,738.8,875.42
S-14517,Oluklu Mukavva Kutu,94919,175,0.94,0.065,29.43,224.8,556.85,1079.58
S-14518,Premium Meyve Viyolu,56924,69,0.84,0.135,44.71,217.9,377.83,1045.12
S-14519,Premium Meyve Viyolu,71189,77,0.85,0.079,40.57,215.8,371.58,1108.4
S-14520,Premium Meyve Viyolu,12850,74,0.96,0.123,21.33,208.0,435.72,466.2
S-14521,Endüstriyel Ambalaj Viyolu,87801,116,0.98,0.131,34.98,201.0,360.45,1049.53
S-14522,Endüstriyel Ambalaj Viyolu,62341,110,0.83,0.13,37.81,198.7,522.78,1053.3
S-14523,Premium Meyve Viyolu,43105,83,0.8,0.091,41.86,201.6,359.54,854.49
S-14524,Oluklu Mukavva Kutu,88766,236,0.76,0.104,19.42,229.0,2216.01,878.54
S-14525,Endüstriyel Ambalaj Viyolu,98939,105,0.74,0.148,28.64,229.3,1010.69,1149.28
S-14526,Oluklu Mukavva Kutu,15259,209,0.95,0.06,35.35,195.9,450.07,608.12
S-14527,Standart Yumurta Viyolu,65179,51,0.74,0.06,26.55,239.5,541.72,900.61
S-14528,Oluklu Mukavva Kutu,85692,252,0.84,0.116,43.7,215.3,884.95,1165.54
S-14529,Standart Yumurta Viyolu,31499,53,1.0,0.089,32.82,186.4,135.4,687.11
S-14530,Premium Meyve Viyolu,49397,88,0.82,0.147,17.53,229.1,1177.86,640.37
S-14531,Premium Meyve Viyolu,84447,84,1.0,0.085,18.88,188.7,323.43,910.64
S-14532,Premium Meyve Viyolu,27025,81,0.78,0.07,25.67,184.5,549.0,570.46
S-14533,Oluklu Mukavva Kutu,17051,173,0.89,0.125,30.62,210.6,855.54,620.42
S-14534,Oluklu Mukavva Kutu,28541,238,0.8,0.083,23.09,212.9,1523.77,532.84
S-14535,Endüstriyel Ambalaj Viyolu,61903,90,0.82,0.134,17.19,214.3,940.04,764.64
S-14536,Endüstriyel Ambalaj Viyolu,10110,122,0.83,0.13,23.42,232.3,1066.62,480.93
S-14537,Premium Meyve Viyolu,36267,88,0.93,0.111,30.76,238.0,445.12,710.98
S-14538,Premium Meyve Viyolu,49489,69,0.79,0.111,20.56,234.5,853.11,680.66
S-14539,Standart Yumurta Viyolu,34195,48,0.77,0.081,16.78,195.5,584.52,543.31
S-14540,Premium Meyve Viyolu,67219,62,0.82,0.114,27.83,182.8,383.06,891.1
S-14541,Premium Meyve Viyolu,30203,81,0.97,0.125,26.36,218.4,395.74,616.27
S-14542,Oluklu Mukavva Kutu,10648,272,0.95,0.132,23.53,195.8,1083.82,472.01
S-14543,Premium Meyve Viyolu,55182,63,0.98,0.086,38.39,235.3,219.58,919.46
S-14544,Endüstriyel Ambalaj Viyolu,82067,123,0.78,0.084,20.96,210.4,1018.37,949.0
S-14545,Endüstriyel Ambalaj Viyolu,37851,110,0.74,0.075,31.89,215.0,660.67,752.87
S-14546,Endüstriyel Ambalaj Viyolu,70749,125,0.93,0.141,30.32,223.1,620.18,969.7
S-14547,Premium Meyve Viyolu,22559,72,0.9,0.122,22.82,215.0,517.55,558.19
S-14548,Premium Meyve Viyolu,51727,84,0.97,0.112,27.7,217.4,387.62,778.2
S-14549,Premium Meyve Viyolu,62413,84,0.84,0.14,30.29,219.6,571.82,904.1
S-14550,Oluklu Mukavva Kutu,47118,258,0.95,0.11,43.14,232.0,693.84,1037.4
S-14551,Endüstriyel Ambalaj Viyolu,80007,84,0.75,0.063,31.92,182.9,441.24,1034.59
S-14552,Oluklu Mukavva Kutu,74003,300,0.94,0.052,16.43,213.0,1361.84,786.2
S-14553,Standart Yumurta Viyolu,39057,54,0.9,0.115,18.04,208.0,495.81,639.74
S-14554,Premium Meyve Viyolu,40822,71,0.9,0.132,35.57,217.0,344.81,799.45
S-14555,Oluklu Mukavva Kutu,54544,278,0.95,0.071,42.87,181.4,480.89,1018.89
S-14556,Standart Yumurta Viyolu,90028,54,0.93,0.09,44.75,193.7,167.47,1276.69
S-14557,Endüstriyel Ambalaj Viyolu,20127,121,0.9,0.119,41.24,219.9,509.15,761.03
S-14558,Premium Meyve Viyolu,28098,75,0.93,0.069,18.29,184.5,423.92,473.08
S-14559,Premium Meyve Viyolu,15799,66,0.88,0.146,24.92,225.7,511.37,525.25
S-14560,Oluklu Mukavva Kutu,67068,173,0.88,0.147,18.73,210.4,1348.12,769.82
S-14561,Oluklu Mukavva Kutu,60340,196,0.89,0.134,36.91,207.8,737.27,976.44
S-14562,Endüstriyel Ambalaj Viyolu,29758,98,0.93,0.097,41.96,227.8,343.06,823.37
S-14563,Oluklu Mukavva Kutu,60700,273,0.9,0.124,37.27,210.2,946.81,944.93
S-14564,Standart Yumurta Viyolu,44212,51,0.95,0.06,43.5,190.9,125.99,913.95
S-14565,Premium Meyve Viyolu,31435,72,0.96,0.125,25.61,220.9,381.96,601.89
S-14566,Standart Yumurta Viyolu,70938,46,0.81,0.074,41.29,220.7,241.57,1041.73
S-14567,Oluklu Mukavva Kutu,99923,175,0.71,0.085,30.8,196.7,943.77,1214.87
S-14568,Endüstriyel Ambalaj Viyolu,11602,90,0.79,0.144,22.88,203.9,772.64,458.28
S-14569,Oluklu Mukavva Kutu,26874,297,0.77,0.08,40.93,226.0,1152.45,846.67
S-14570,Endüstriyel Ambalaj Viyolu,99954,109,0.85,0.077,17.23,199.9,835.82,976.19
S-14571,Standart Yumurta Viyolu,73719,55,0.73,0.076,26.01,203.6,462.42,896.64
S-14572,Endüstriyel Ambalaj Viyolu,65372,129,0.78,0.057,24.78,184.3,675.83,893.62
S-14573,Standart Yumurta Viyolu,49708,51,0.8,0.063,21.8,194.0,411.74,701.82
S-14574,Oluklu Mukavva Kutu,93115,179,0.78,0.06,36.17,187.9,732.17,1118.72
S-14575,Endüstriyel Ambalaj Viyolu,75806,103,0.87,0.148,38.57,226.5,547.29,1073.87
S-14576,Endüstriyel Ambalaj Viyolu,53917,114,0.74,0.08,20.12,208.5,1014.75,743.42
S-14577,Oluklu Mukavva Kutu,24637,195,0.97,0.104,28.96,227.2,689.8,620.08
S-14578,Endüstriyel Ambalaj Viyolu,79692,128,0.77,0.078,32.98,234.1,862.81,1073.95
S-14579,Endüstriyel Ambalaj Viyolu,98436,85,0.93,0.076,39.82,205.1,262.44,1185.57
S-14580,Premium Meyve Viyolu,10911,70,0.77,0.073,23.48,190.9,547.97,506.64
S-14581,Oluklu Mukavva Kutu,35901,281,0.89,0.084,38.09,187.8,669.34,827.42
S-14582,Endüstriyel Ambalaj Viyolu,67001,83,0.86,0.082,38.72,233.5,391.07,1042.57
S-14583,Endüstriyel Ambalaj Viyolu,46924,82,0.78,0.142,28.12,236.5,799.85,758.61
S-14584,Standart Yumurta Viyolu,74175,52,0.98,0.116,15.26,204.0,379.68,746.5
S-14585,Oluklu Mukavva Kutu,16563,244,0.95,0.108,40.42,229.6,676.21,733.77
S-14586,Oluklu Mukavva Kutu,65797,236,0.72,0.082,25.54,228.6,1768.89,891.95
S-14587,Oluklu Mukavva Kutu,13084,288,0.71,0.141,21.47,217.7,2613.66,458.95
S-14588,Oluklu Mukavva Kutu,33426,225,0.89,0.055,23.71,231.1,1095.08,615.79
S-14589,Oluklu Mukavva Kutu,64664,154,0.83,0.134,22.65,239.8,1271.49,761.0
S-14590,Endüstriyel Ambalaj Viyolu,52550,99,0.74,0.118,22.3,217.7,983.87,690.37
S-14591,Standart Yumurta Viyolu,88089,46,0.96,0.124,19.64,216.5,332.11,936.96
S-14592,Oluklu Mukavva Kutu,14798,286,0.84,0.076,29.01,226.6,1229.01,550.6
S-14593,Endüstriyel Ambalaj Viyolu,42588,91,0.89,0.096,43.93,193.1,320.08,951.0
S-14594,Standart Yumurta Viyolu,80121,46,0.95,0.091,35.61,198.2,181.23,1061.64
S-14595,Premium Meyve Viyolu,28958,80,0.98,0.122,26.23,229.2,360.05,647.36
S-14596,Endüstriyel Ambalaj Viyolu,66505,97,0.99,0.094,27.88,220.7,345.32,942.52
S-14597,Oluklu Mukavva Kutu,70035,212,0.76,0.127,24.61,190.5,1328.77,878.81
S-14598,Endüstriyel Ambalaj Viyolu,15326,84,0.99,0.113,44.58,200.3,184.49,752.44
S-14599,Oluklu Mukavva Kutu,58863,159,0.85,0.083,25.07,218.1,950.39,783.81
S-14600,Premium Meyve Viyolu,89869,83,0.87,0.141,25.95,239.0,703.25,1018.18
S-14601,Standart Yumurta Viyolu,60058,53,0.71,0.123,39.5,183.2,349.88,998.06
S-14602,Standart Yumurta Viyolu,54272,55,0.87,0.056,35.8,183.6,209.75,877.94
S-14603,Oluklu Mukavva Kutu,65381,252,0.89,0.148,18.53,188.6,1632.05,754.6
S-14604,Standart Yumurta Viyolu,34108,49,0.84,0.082,31.84,195.6,254.52,695.17
S-14605,Standart Yumurta Viyolu,66811,46,0.94,0.142,37.79,206.3,196.84,1008.25
S-14606,Premium Meyve Viyolu,84828,68,0.92,0.11,42.07,192.0,239.43,1227.69
S-14607,Oluklu Mukavva Kutu,90685,281,0.78,0.117,42.73,235.1,1271.74,1263.7
S-14608,Premium Meyve Viyolu,16400,71,0.79,0.069,18.49,183.0,569.79,462.34
S-14609,Endüstriyel Ambalaj Viyolu,38207,128,0.71,0.09,29.48,190.2,763.78,729.13
S-14610,Endüstriyel Ambalaj Viyolu,46016,127,0.87,0.065,20.87,203.6,710.51,638.02
S-14611,Premium Meyve Viyolu,46287,76,0.92,0.057,40.81,229.0,259.44,949.14
S-14612,Standart Yumurta Viyolu,89249,51,0.95,0.068,18.73,182.7,279.12,938.77
S-14613,Premium Meyve Viyolu,98894,69,0.98,0.077,42.23,234.2,201.15,1310.9
S-14614,Oluklu Mukavva Kutu,10662,254,0.96,0.145,24.74,205.1,952.22,506.97
S-14615,Premium Meyve Viyolu,12453,85,0.93,0.057,30.7,187.3,271.75,549.4
S-14616,Endüstriyel Ambalaj Viyolu,96142,88,0.95,0.069,39.25,227.6,261.75,1215.6
S-14617,Oluklu Mukavva Kutu,45003,268,0.77,0.096,15.26,211.9,2645.94,597.58
S-14618,Oluklu Mukavva Kutu,22733,206,0.96,0.135,39.66,198.5,465.65,741.77
S-14619,Premium Meyve Viyolu,12368,82,0.82,0.083,21.37,217.1,648.25,500.36
S-14620,Oluklu Mukavva Kutu,38974,166,0.73,0.13,20.25,186.9,1326.56,657.02
S-14621,Oluklu Mukavva Kutu,89864,267,0.72,0.086,38.15,216.9,1160.22,1138.2
S-14622,Endüstriyel Ambalaj Viyolu,93200,118,0.89,0.139,34.39,228.8,675.19,1146.61
S-14623,Oluklu Mukavva Kutu,80969,249,0.97,0.127,42.3,205.9,559.57,1190.28
S-14624,Endüstriyel Ambalaj Viyolu,83093,80,0.96,0.054,34.74,230.9,279.34,1033.46
S-14625,Oluklu Mukavva Kutu,54642,231,0.95,0.079,27.16,214.2,761.85,801.85
S-14626,Oluklu Mukavva Kutu,68246,188,0.73,0.06,22.87,194.8,1220.22,891.05
S-14627,Endüstriyel Ambalaj Viyolu,75401,93,0.93,0.057,29.56,199.4,349.64,994.94
S-14628,Premium Meyve Viyolu,98209,72,0.96,0.055,36.62,212.4,218.3,1260.66
S-14629,Oluklu Mukavva Kutu,62813,158,0.86,0.055,35.06,196.4,532.03,962.59
S-14630,Standart Yumurta Viyolu,92756,52,0.96,0.146,43.3,232.9,211.6,1271.66
S-14631,Oluklu Mukavva Kutu,20891,203,0.75,0.114,29.64,185.9,1113.25,657.04
S-14632,Oluklu Mukavva Kutu,49850,224,0.96,0.111,32.22,206.4,679.36,829.02
S-14633,Oluklu Mukavva Kutu,69178,269,0.74,0.095,34.67,206.0,1196.99,945.94
S-14634,Standart Yumurta Viyolu,30434,54,0.77,0.084,41.15,210.3,294.29,767.04
S-14635,Premium Meyve Viyolu,91823,71,0.73,0.14,27.25,238.8,834.08,1024.87
S-14636,Endüstriyel Ambalaj Viyolu,64446,128,0.78,0.058,15.95,216.4,1234.2,676.25
S-14637,Standart Yumurta Viyolu,47209,53,0.95,0.075,24.26,230.7,330.76,717.15
S-14638,Endüstriyel Ambalaj Viyolu,40765,104,0.81,0.09,20.01,235.0,1079.19,615.77
S-14639,Premium Meyve Viyolu,59601,79,0.82,0.095,39.9,190.6,331.35,944.66
S-14640,Standart Yumurta Viyolu,22711,51,0.94,0.087,25.75,239.9,302.7,561.82
S-14641,Premium Meyve Viyolu,37696,63,0.89,0.13,17.09,217.1,666.14,557.84
S-14642,Oluklu Mukavva Kutu,33412,190,0.78,0.081,29.01,235.6,1207.86,689.46
S-14643,Endüstriyel Ambalaj Viyolu,82098,106,0.9,0.051,22.97,234.3,612.27,898.97
S-14644,Oluklu Mukavva Kutu,38541,257,0.81,0.083,22.56,206.6,1404.8,667.97
S-14645,Oluklu Mukavva Kutu,51864,242,0.72,0.121,28.77,213.4,1679.54,798.78
S-14646,Standart Yumurta Viyolu,97062,55,0.87,0.142,30.32,197.6,357.09,1017.0
S-14647,Oluklu Mukavva Kutu,75838,287,0.86,0.119,21.73,219.5,1855.35,911.78
S-14648,Endüstriyel Ambalaj Viyolu,39504,105,0.84,0.149,27.14,186.4,631.72,718.53
S-14649,Endüstriyel Ambalaj Viyolu,70806,98,0.91,0.068,15.51,189.6,640.4,758.32
S-14650,Endüstriyel Ambalaj Viyolu,30574,91,0.76,0.126,38.1,229.0,605.76,811.99
S-14651,Endüstriyel Ambalaj Viyolu,47802,80,0.96,0.103,29.12,223.1,369.47,760.26
S-14652,Oluklu Mukavva Kutu,70820,194,0.83,0.063,18.58,189.9,1097.56,773.16
S-14653,Standart Yumurta Viyolu,60246,54,0.77,0.132,21.28,235.4,748.59,776.14
S-14654,Endüstriyel Ambalaj Viyolu,64823,106,0.87,0.119,33.58,229.9,599.58,988.3
S-14655,Premium Meyve Viyolu,93416,60,0.89,0.142,42.9,219.9,283.83,1206.54
S-14656,Premium Meyve Viyolu,28162,79,0.88,0.108,23.68,192.5,521.43,599.74
S-14657,Standart Yumurta Viyolu,88586,54,0.94,0.122,41.62,193.0,190.46,1154.2
S-14658,Endüstriyel Ambalaj Viyolu,12992,100,0.95,0.108,43.89,227.7,313.77,735.59
S-14659,Premium Meyve Viyolu,31818,78,0.73,0.128,20.95,181.7,778.73,562.49
S-14660,Endüstriyel Ambalaj Viyolu,99700,85,0.71,0.079,33.71,225.8,580.09,1252.21
S-14661,Oluklu Mukavva Kutu,12977,249,0.72,0.11,34.25,229.0,1344.66,602.41
S-14662,Premium Meyve Viyolu,31152,74,0.8,0.102,43.1,224.1,371.96,848.78
S-14663,Oluklu Mukavva Kutu,41367,194,0.74,0.1,36.86,225.1,1037.66,824.6
S-14664,Endüstriyel Ambalaj Viyolu,36186,100,0.82,0.142,31.36,199.2,587.38,720.12
S-14665,Premium Meyve Viyolu,48401,62,0.84,0.129,44.06,210.1,316.94,927.91
S-14666,Standart Yumurta Viyolu,37132,54,0.93,0.057,40.5,229.8,229.26,807.5
S-14667,Endüstriyel Ambalaj Viyolu,70187,95,0.91,0.118,15.5,187.3,767.56,742.39
S-14668,Endüstriyel Ambalaj Viyolu,41704,130,0.83,0.105,38.18,200.5,544.6,903.47
S-14669,Premium Meyve Viyolu,70477,76,0.81,0.083,43.95,226.3,360.57,1123.96
S-14670,Standart Yumurta Viyolu,89168,50,0.72,0.081,33.73,217.0,377.61,1028.82
S-14671,Premium Meyve Viyolu,42094,74,0.76,0.055,30.51,200.8,456.06,761.65
S-14672,Standart Yumurta Viyolu,10902,45,0.74,0.05,17.31,207.8,555.52,425.34
S-14673,Endüstriyel Ambalaj Viyolu,78126,110,0.85,0.085,24.3,202.6,629.13,933.38
S-14674,Endüstriyel Ambalaj Viyolu,19222,130,0.93,0.108,23.07,210.1,677.55,492.85
S-14675,Endüstriyel Ambalaj Viyolu,44082,125,0.89,0.071,42.94,218.6,403.52,950.96
S-14676,Standart Yumurta Viyolu,89557,55,0.95,0.088,22.58,234.7,366.01,972.39
S-14677,Standart Yumurta Viyolu,67477,52,0.86,0.126,15.21,209.8,691.07,762.11
S-14678,Standart Yumurta Viyolu,48399,51,0.75,0.092,27.57,186.2,409.28,757.77
